"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00006819","unc-87","unk",5091.528,5741.578,8391.764,7933.272,1.506,0
"WBGene00000738","col-165","unk",1346.433,1702.611,30.09,7.277,-81.929,0
"WBGene00013999","ZK550.5","WAGO",3.717,1.77,116.35,140.917,49.351,0
"WBGene00255375","F08B4.8","unk",7.294,2.561,111.014,131.023,26.161,0
"WBGene00015841","skpo-2","unk",114.363,144.361,8.028,10.796,-13.708,0
"WBGene00009304","eva-1","unk",214.284,304.04,40.568,57.931,-5.273,0
"WBGene00018850","gpx-8","WAGO",7.334,11.214,145.144,119.39,13.954,0
"WBGene00002254","lbp-2","unk",4318.061,4234.003,6121.04,6268.892,1.449,0
"WBGene00012087","T27E7.1","ALG",17.3,5.285,135.361,158.516,13.705,0
"WBGene00011398","qdpr-1","WAGO",775.058,810.907,1406.819,1478.23,1.818,0
"WBGene00000734","col-161","unk",14.847,10.595,139.395,139.665,11.145,0
"WBGene00000113","alh-7","unk",1050.012,875.779,452.849,444.38,-2.143,0
"WBGene00008565","acox-1.2","unk",156.54,199.39,506.704,504.676,2.827,0
"WBGene00021977","Y58A7A.3","WAGO",1500.284,1500.024,2545.321,2357.611,1.634,0
"WBGene00012564","fbxa-107","WAGO",169.664,200.801,505.497,510.582,2.732,0
"WBGene00008760","F13E9.11","WAGO",325.271,355.207,80.839,107.141,-3.634,0
"WBGene00016951","C55C3.1","unk",23.602,30.257,194.652,170.393,6.713,0
"WBGene00044621","bus-5","unk",188.57,231.669,39.125,38.02,-5.459,0
"WBGene00015400","cyp-35A2","unk",678.926,715.199,1290.187,1286.255,1.846,0
"WBGene00009215","thn-2","unk",381.513,456.406,870.219,951.735,2.168,0
"WBGene00021564","Y45G12B.3","unk",771.779,676.907,294.787,329.037,-2.318,0
"WBGene00007384","swt-3","unk",447.934,519.439,988.171,998.823,2.049,0
"WBGene00010555","K04C1.5","CSR",2064.495,1813.838,1052.202,1148.197,-1.76,0
"WBGene00001828","hch-1","unk",209.918,270.487,51.171,19.84,-6.828,0
"WBGene00018851","F55A3.6","WAGO",3.614,3.356,112.856,107.98,31.846,0
"WBGene00019895","aagr-2","unk",4761.496,5702.803,8139.276,8039.178,1.545,0
"WBGene00022856","cth-2","ALG",2419.49,2632.526,3817.985,3928.695,1.532,0
"WBGene00006053","ssq-4","ALG",8.676,7.087,115.353,125.298,15.436,0
"WBGene00000735","col-162","unk",9.897,6.18,134.38,110.472,15.606,0
"WBGene00020194","T03G6.1","unk",152.36,207.084,30.09,12.733,-8.481,0
"WBGene00006764","unc-27","unk",5385.488,6111.282,8736.725,8334.035,1.484,0
"WBGene00001880","his-6","histone",2150.69,1977.554,1142.787,1271.509,-1.708,0
"WBGene00008681","scrm-4","WAGO",39.61,43.304,220.639,205.083,5.118,0
"WBGene00009237","F28H7.3","unk",1120.571,1264.521,1981.823,2085.34,1.703,0
"WBGene00019272","H42K12.3","unk",198.547,235.449,39.185,46.941,-5.038,0
"WBGene00016805","C50D2.1","unk",112.98,152.578,14.879,8.321,-11.752,0
"WBGene00016061","hpo-15","unk",502.511,578.353,1092.551,1047.687,1.975,0
"WBGene00007153","clec-41","unk",1690.87,2101.941,3198.035,3216.398,1.688,0
"WBGene00008654","pfas-1","unk",428.015,577.603,1105.914,1065.74,2.15,0
"WBGene00304906","Y81B9A.5","unk",1884.939,1720.636,1080.661,1014.73,-1.72,0
"WBGene00023172","Y23H5A.8","WAGO",0.543,5.409,833.568,1209.963,334,0
"WBGene00007159","B0379.7","ALG",2.544,3.639,108.592,114.813,35.303,0
"WBGene00017975","F32B5.1","ALG",9.922,8.872,117.37,125.018,12.972,0
"WBGene00022665","ZK154.1","unk",103.725,138.976,9.023,10.102,-12.704,0
"WBGene00000615","col-38","WAGO",71.752,35.311,269.761,262.972,5.069,0
"WBGene00019735","M02F4.1","WAGO",16.12,19.508,153.479,142.341,8.236,0
"WBGene00021641","Y47G6A.15","unk",7.425,7.949,98.281,140.502,15.488,0
"WBGene00019789","M116.2","WAGO",80.232,106.353,335.844,324.55,3.514,0
"WBGene00003448","msp-55","ALG",7.303,1.711,99.031,123.833,26.829,0
"WBGene00001725","grl-16","unk",299.025,369.463,89.873,103.661,-3.458,0
"WBGene00010835","M03B6.3","unk",137.897,166.436,23.077,9.014,-9.599,0
"WBGene00011979","sysm-1","unk",52.657,48.479,223.289,232.69,4.521,0
"WBGene00010742","K10D6.2","unk",233.573,335.578,70.738,66.522,-4.161,0
"WBGene00007282","clec-223","unk",445.246,363.935,986.443,812.025,2.228,0
"WBGene00012239","W04A8.4","unk",345.757,460.924,133.849,123.002,-3.15,0
"WBGene00016457","C35E7.5","WAGO",2982.264,3370.649,2076.336,1811.506,-1.636,0
"WBGene00000748","col-175","unk",6.185,2.648,93.263,122.366,25.677,0
"WBGene00012032","T26C5.2","unk",139.141,240.315,32.108,22.533,-6.995,0
"WBGene00013852","hhat-1","unk",91.871,140.445,10.033,5.419,-15.222,0
"WBGene00016346","fbxa-120","WAGO",102.849,89.445,315.96,327.056,3.357,0
"WBGene00006057","sss-2","unk",3.707,3.523,86.229,129.23,29.922,0
"WBGene00021236","pud-1.2","unk",615.145,969.082,3618.109,4068.94,4.848,0
"WBGene00009626","F42A8.1","unk",416.634,510.776,1033.228,914.764,2.093,0
"WBGene00021269","Y23H5A.2","unk",332.808,307.244,102.685,84.143,-3.419,0
"WBGene00011968","T23G11.1","ALG",18.481,9.634,137.308,133.157,9.896,0
"WBGene00004094","ppw-2","CSR",5814.524,5630.69,7814.304,8371.729,1.415,0
"WBGene00012207","W02B12.12","ALG",7.436,5.315,113.346,103.524,17.324,0
"WBGene00015012","bath-20","WAGO",27.817,37.076,174.859,199.866,5.719,0
"WBGene00011283","ttbk-7","unk",831.667,848.436,404.39,427.261,-2.02,0
"WBGene00016698","C46A5.1","unk",9.931,17.773,132.432,138.251,9.538,0
"WBGene00020988","W03D8.7","WAGO",48.301,49.543,235.7,208.381,4.534,0
"WBGene00013962","ZK287.1","unk",160.13,225.848,39.084,20.793,-6.499,0
"WBGene00022211","Y73B3A.9","WAGO",625.491,599.249,267.93,270.498,-2.273,0
"WBGene00019406","acdh-8","ALG",9.922,6.21,111.351,114.157,14.321,0
"WBGene00004048","plx-2","unk",240.224,358.247,83.298,60.037,-4.198,0
"WBGene00015340","C02E7.7","unk",186.835,212.558,44.946,28.67,-5.434,0
"WBGene00044067","zipt-7.1","unk",1628.875,1572.014,2475.512,2509.609,1.558,0
"WBGene00017028","dex-1","unk",236.841,316.628,78.648,54.298,-4.196,0
"WBGene00015356","tag-278","unk",559.811,677.372,277.979,226.18,-2.461,0
"WBGene00011771","T14G8.3","WAGO",2733.849,2821.774,1849.469,1775.477,-1.533,0
"WBGene00018256","cutl-28","unk",96.935,120.239,10.034,2.701,-17.41,0
"WBGene00003469","msp-142","ALG",2.434,0,155.048,163.19,156.392,0
"WBGene00006928","vit-4","unk",44323.646,42036.387,64256.15,56543.508,1.399,0
"WBGene00003067","lrg-1","unk",351.448,392.227,787.609,764.309,2.082,0
"WBGene00017780","F25E2.2","unk",1270.628,1479.841,2260.115,2276.364,1.647,0
"WBGene00019785","M70.3","ALG",4.823,1.864,98.11,105.077,31.792,0
"WBGene00011530","T06D8.10","unk",223.995,276.833,69.246,52.903,-4.117,0
"WBGene00014158","ZK938.1","unk",0,3.541,112.339,103.625,53.441,0
"WBGene00004046","plp-1","ALG",5784.615,5591.474,7741.264,8016.974,1.386,0
"WBGene00006789","unc-54","ALG",10261.072,11780.095,17654.448,15237.871,1.492,0
"WBGene00020976","oac-51","unk",132.739,143.778,19.052,17.469,-7.592,0
"WBGene00001244","elo-6","unk",3555.457,4081.039,5531.607,5887.657,1.494,0
"WBGene00018519","F46H5.3","unk",12205.774,14177.43,18886.422,18734.343,1.425,0
"WBGene00001638","gly-13","WAGO",491.661,478.276,935.071,919.289,1.913,0
"WBGene00044638","F23A7.8","unk",2647.717,1977.847,1292.487,1253.303,-1.814,0
"WBGene00009430","F35E12.6","unk",1071.149,1239.393,1914.248,1946.148,1.668,0
"WBGene00004999","spp-14","unk",2695.24,2819.057,4067.372,3962.464,1.456,0
"WBGene00009730","myo-6","WAGO",480.073,670.787,197.937,235.632,-2.661,0
"WBGene00003424","msp-3","ALG",2.434,0.856,112.035,111.353,73.331,0
"WBGene00018314","F41H10.1","unk",12.345,21.978,141.357,137.871,7.956,0
"WBGene00018215","igcm-1","unk",221.406,264.094,67.236,54.773,-3.993,0
"WBGene00000741","col-168","unk",268.402,373.274,67.188,102.327,-3.785,0
"WBGene00020223","T05A7.6","ALG",1.243,8.018,107.367,99.003,20.6,0
"WBGene00001065","dpy-3","unk",142.312,202.275,30.086,29.191,-5.832,0
"WBGene00016594","C42D4.1","unk",3491.358,4070.663,5676.523,5600.131,1.49,0
"WBGene00009983","cut-2","unk",85.361,98.872,4.011,4.565,-21.463,0
"WBGene00019495","sdz-24","unk",141.205,204.853,21.082,33.843,-6.294,0
"WBGene00044737","ttr-45","unk",778.014,860.419,1428.364,1401.311,1.724,0
"WBGene00021671","Y48G1BM.6","WAGO",95.793,98.176,349.231,282.698,3.254,0
"WBGene00013956","ZK265.3","ALG",2.477,3.54,79.237,113.689,31.378,0
"WBGene00022441","Y110A2AL.4","WAGO",169.486,216.45,44.876,31.564,-5.083,0
"WBGene00004976","spe-41","ALG",58.432,57.937,221.764,238.314,3.955,0
"WBGene00013474","Y69E1A.2","ALG",2.479,6.203,87.269,106.18,21.235,0
"WBGene00013713","Y106G6G.4","unk",4.69,15.038,136.039,105.568,11.869,0
"WBGene00001603","gln-2","ALG",7.439,2.66,102.318,92.499,20.389,0
"WBGene00000626","col-49","unk",1.237,1.765,100.281,118.751,71.137,0
"WBGene00077636","Y46G5A.43","WAGO",52.058,45.189,205.632,212.41,4.318,0
"WBGene00018037","chtl-1","CSR",2250.668,2014.483,1339.834,1323.014,-1.6,0
"WBGene00000215","asp-2","unk",8950.573,10138.527,13207.799,13560.267,1.402,0
"WBGene00011304","mnk-1","CSR",3588.503,3395.459,5251.902,4838.193,1.445,0
"WBGene00006666","twk-11","unk",143.113,179.814,32.603,15.7,-6.753,0
"WBGene00010254","F58E6.5","ALG",6.19,1.768,106.311,84.711,25.725,0
"WBGene00086551","D2005.7","unk",885.783,718.234,382.933,384.026,-2.087,0
"WBGene00010461","K01D12.1","unk",73.085,125.673,0,3.638,-52.746,0
"WBGene00000776","cpl-1","unk",22561.936,24548.012,31251.054,31841.693,1.339,0
"WBGene00016680","C45G9.9","unk",4.951,9.719,133.384,82.975,14.278,0
"WBGene00020214","attf-5","unk",658.403,673.89,331.254,304.984,-2.096,0
"WBGene00011172","R09E10.2","unk",0,0.877,265.634,288.543,537.211,0
"WBGene00021969","Y57G7A.6","ALG",3.73,15.156,115.399,120.471,11.855,0
"WBGene00022072","cpg-9","unk",300.002,262.901,656.667,585.325,2.211,0
"WBGene00000928","dao-2","unk",241.755,358.136,93.078,66.538,-3.774,0
"WBGene00000220","atf-2","unk",109.164,136.673,14.045,16.298,-8.104,0
"WBGene00001155","ech-6","ALG",7551.98,8149.999,10639.07,10768.188,1.363,0
"WBGene00015913","C17F4.7","unk",10206.66,11801.932,15203.537,15871.411,1.411,0
"WBGene00007533","cbl-1","unk",413.16,487.294,856.637,910.899,1.957,0
"WBGene00007248","catp-4","ALG",23.629,18.731,145.507,133.856,6.651,0
"WBGene00013878","atfs-1","unk",1905.067,1710.222,2688.007,2863.255,1.538,0
"WBGene00009739","F45H10.2","unk",1569.106,1457.32,929.66,891.523,-1.661,0
"WBGene00014505","T05E11.9","unk",1646.86,1829.722,1008.065,1098.29,-1.651,0
"WBGene00015907","C17F3.1","ALG",3.64,0,94.983,105.611,64.985,0
"WBGene00007175","B0395.3","unk",724.46,786.089,1306.269,1283.834,1.713,0
"WBGene00018134","F37A4.4","ALG",8.708,15.171,132.466,102.332,9.604,0
"WBGene00019540","K08D12.6","WAGO",165.274,111.315,403.368,391.758,2.898,0
"WBGene00018304","agr-1","WAGO",205.339,328.66,60.215,73.515,-4.001,0
"WBGene00019070","F58H7.5","WAGO",9.886,1.762,96.257,99.878,18.198,0
"WBGene00002008","hsp-4","CSR",17784.325,17004.363,13143.933,13270.781,-1.317,0
"WBGene00008779","F14B4.1","WAGO",252.323,278.872,81.278,80.09,-3.296,0
"WBGene00043068","F32E10.9","unk",249.424,210.473,68.22,47.939,-3.964,0
"WBGene00013700","Y106G6D.3","ALG",2.484,2.669,96.32,78.483,33.75,0
"WBGene00020661","smz-2","ALG",3.715,7.961,100.297,87.376,15.474,0
"WBGene00019267","H39E20.1","WAGO",63.168,48.665,215.642,221.072,3.934,0
"WBGene00014179","ZK1010.5","ALG",13.672,5.345,91.312,125.112,11.859,0
"WBGene00006927","vit-3","unk",56640.515,54006.155,79956.113,70433.496,1.359,0
"WBGene00000616","col-39","unk",412.326,602.211,201.593,185.76,-2.628,0
"WBGene00001387","far-3","unk",102.325,91.196,266.623,345.151,3.172,0
"WBGene00020919","set-19","unk",420.541,418.679,164.582,175.84,-2.464,0
"WBGene00021469","Y39G10AR.11","WAGO",1729.977,2233.525,1139.977,1157.884,-1.727,0
"WBGene00004232","ptr-18","unk",185.287,251.477,52.181,56.614,-4.023,0
"WBGene00001581","gfi-1","unk",3835.529,4546.195,6586.717,5940.507,1.493,0
"WBGene00020840","spch-3","ALG",14.815,4.396,123.313,95.568,11.974,0
"WBGene00269376","C04G6.15","unk",49.09,33.901,162.269,229.281,4.772,0
"WBGene00001878","his-4","histone",2273.275,2142.878,1348.174,1489.427,-1.555,0
"WBGene00013771","Y113G7C.1","ALG",6.222,2.679,76.271,99.527,20.7,0
"WBGene00020182","ugt-53","unk",80.675,125.265,313.015,345.317,3.167,0
"WBGene00020652","egg-4","CSR",6180.703,5607.557,8147.775,8083.435,1.378,0
"WBGene00219313","C17E4.20","unk",980.546,1048.393,569.85,572.147,-1.778,0
"WBGene00000403","casy-1","unk",1279.088,1561.145,850.207,743.365,-1.787,0
"WBGene00013826","Y116F11B.10","WAGO",80.395,74.673,312.531,227.696,3.485,0
"WBGene00001385","far-1","unk",7752.502,8604.842,11101.263,11233.823,1.365,0
"WBGene00002114","ins-31","unk",3.7,0.878,94.227,79.248,41.377,0
"WBGene00015989","C18H2.2","WAGO",1513.092,1463.717,2253.779,2237.124,1.509,0
"WBGene00009126","pyk-1","ALG",6712.492,6502.668,8763.42,8890.073,1.336,0
"WBGene00009526","clec-169","unk",67.002,118.976,329.055,310.35,3.397,0
"WBGene00011330","T01D3.6","unk",751.076,905.032,1470.083,1392.202,1.724,0
"WBGene00001901","his-27","histone",623.371,572.382,290.2,278.321,-2.102,0
"WBGene00001923","his-49","histone",623.371,572.382,290.2,278.321,-2.102,0
"WBGene00001716","grl-7","unk",143.005,253.253,46.475,26.125,-5.5,0
"WBGene00021095","mlt-8","WAGO",230.412,350.492,94.283,59.106,-3.808,0
"WBGene00001399","fat-7","unk",3600.308,3755.385,2390.206,2652.444,-1.459,0
"WBGene00010900","M28.9","ALG",2.486,5.347,92.317,77.354,20.776,0
"WBGene00007560","C14A4.9","unk",70.127,89.089,4.008,2.786,-23.594,0
"WBGene00021835","Y54E10A.17","WAGO",232.116,212.723,510.052,489.349,2.251,0
"WBGene00003497","mup-4","unk",2243.34,2705.278,4073.675,3623.421,1.553,0
"WBGene00011838","T19C4.1","unk",120.306,166.786,27.085,21.743,-5.909,0
"WBGene00001089","dre-1","unk",1233.583,1327.848,784.308,741.36,-1.681,0
"WBGene00012428","Y11D7A.3","unk",325.011,411.205,741.743,758.54,2.03,0
"WBGene00013507","Y71A12B.10","WAGO",25.034,21.653,138.213,135.405,5.886,0
"WBGene00017716","sups-1","unk",161.557,220.879,50.171,32.415,-4.66,0
"WBGene00010468","K01D12.9","unk",83.515,114.036,12.021,4.668,-11.964,0
"WBGene00019914","clec-150","unk",1841.691,2078.318,2837.684,3118.079,1.518,0
"WBGene00018041","F35D2.3","unk",210.672,148.804,37.113,39.964,-4.647,0
"WBGene00004438","rpl-25.1","unk",1048.26,1152.27,1680.507,1875.375,1.614,0
"WBGene00003185","mek-1","unk",1762.093,1810.908,1178.641,1107.679,-1.564,0
"WBGene00016785","C49G7.7","unk",65.608,85.733,263.766,246.059,3.345,0
"WBGene00012540","Y37A1B.7","unk",73.922,89.331,4.009,0,-42.122,0
"WBGene00013859","ZC247.1","WAGO",5684.17,6288.901,8688.711,8004.902,1.393,0
"WBGene00020803","T25E4.1","unk",63.113,109.532,7.02,1.824,-19.942,0
"WBGene00014987","ZK637.6","WAGO",471.264,492.432,857.401,898.018,1.82,0
"WBGene00008572","F08B12.4","unk",1102.051,1241.011,1766.291,2098.652,1.647,0
"WBGene00013181","Y53H1B.2","unk",507.225,676.558,1140.838,1096.531,1.883,0
"WBGene00004374","rme-2","CSR",37797.72,39209.541,30218.649,29976.408,-1.279,0
"WBGene00009645","F42G10.1","unk",276.09,313.784,635.741,591.529,2.075,0
"WBGene00011446","T04F8.8","unk",424.924,542.671,937.059,918.161,1.91,0
"WBGene00021128","W10C8.5","ALG",1029.295,1307.429,1929.356,1972.617,1.666,0
"WBGene00001753","gst-5","unk",190.922,210.324,469.718,449.63,2.286,0
"WBGene00009048","cth-1","unk",605.323,696.153,1135.426,1129.194,1.736,0
"WBGene00015572","C07G1.6","ALG",1.235,7.915,77.197,98.279,17.795,0
"WBGene00000396","cdh-4","ERGO",10530.192,10442.802,8135.695,7260.693,-1.362,0
"WBGene00009470","F36D3.4","ALG",3.715,0,101.301,74.62,55.063,0
"WBGene00006038","ssp-9","ALG",8.467,5.073,82.941,90.021,13.122,0
"WBGene00006040","ssp-11","ALG",8.467,5.073,82.941,90.021,13.122,0
"WBGene00016456","C35E7.4","unk",299.457,296.497,107.363,104.495,-2.813,0
"WBGene00018823","F54E2.1","unk",1896.186,2072.026,2823.87,3052.179,1.48,0
"WBGene00008202","clec-197","unk",3.704,0,94.241,78.079,54.195,0
"WBGene00009308","F32A11.3","ALG",7.438,7.09,94.291,82.578,12.2,0
"WBGene00002125","inx-3","unk",1814.819,1939.921,1250.075,1181.88,-1.545,0
"WBGene00020808","clik-1","unk",5870.115,6708.488,9078.438,8499.411,1.397,0
"WBGene00020158","T02C5.1","unk",1223.716,1437.616,2113.044,2065.139,1.567,0
"WBGene00014116","ZK858.2","unk",1.236,2.642,70.187,87.057,38.667,0
"WBGene00010651","K08C9.2","ALG",3.708,0.881,98.266,63.172,38.275,0
"WBGene00013874","cest-2.2","unk",345.528,393.419,717.376,711.319,1.929,0
"WBGene00011856","T20D3.2","unk",2090.991,2123.348,3000.791,3000.956,1.424,0
"WBGene00022203","Y73B3A.1","CSR",587.783,587.755,295,289.983,-2.01,0
"WBGene00009691","F44E5.4","unk",1124.397,1034.409,572.93,660.513,-1.748,0
"WBGene00010760","K10H10.4","unk",86.028,124.03,15.32,2.471,-12.273,0
"WBGene00006777","unc-41","unk",391.273,473.738,193.918,168.885,-2.391,0
"WBGene00001108","dsl-6","unk",77.998,75.147,2.006,0.911,-53.296,0
"WBGene00013152","Y53F4B.5","WAGO",3.666,0,84.081,77.747,51.597,0
"WBGene00020909","W01A11.1","unk",1583.976,1590.293,2331.109,2318.697,1.465,0
"WBGene00022789","lron-2","unk",106.851,122.852,19.064,16.219,-6.531,0
"WBGene00007799","nrx-1","unk",352.735,456.493,177.559,137.113,-2.592,0
"WBGene00003003","lin-14","unk",396.935,468.995,186.702,185.876,-2.328,0
"WBGene00004854","slt-1","unk",263.814,366.126,113.403,103.12,-2.92,0
"WBGene00006050","ssq-1","ALG",2.475,10.6,97.279,83.921,13.08,0
"WBGene00021288","clec-123","ALG",8.693,2.668,80.266,85.719,15.458,0
"WBGene00017949","F31D5.6","WAGO",6.154,9.615,89.186,87.195,10.955,0
"WBGene00018418","F44E2.4","unk",265.029,408.899,126.448,83.421,-3.228,0
"WBGene00003813","nrf-6","unk",1624.762,1845.631,2671.175,2529.543,1.496,0
"WBGene00008971","F20C5.6","unk",384.62,371.095,169.542,129.409,-2.531,0
"WBGene00003485","mua-6","unk",864.52,1039.256,1619.407,1518.603,1.644,0
"WBGene00004965","spe-11","ALG",3.713,4.418,73.211,77.508,18.359,0
"WBGene00010904","ugt-62","unk",2101.86,2574.236,3431.245,3666.94,1.516,0
"WBGene00020662","T21H3.1","unk",4806.222,5884.516,7537.917,7961.999,1.449,0
"WBGene00004215","ptp-3","CSR",2093.618,2267.303,1499.735,1403.681,-1.503,0
"WBGene00015043","cyp-34A8","unk",222.169,253.202,484.572,545.072,2.161,0
"WBGene00007210","agmo-1","unk",92.054,143.989,21.112,9.957,-7.682,0
"WBGene00015993","C18H7.1","unk",129.326,154.943,32.287,22.596,-5.259,0
"WBGene00001072","dpy-10","unk",342.571,395.369,158.515,138.292,-2.492,0
"WBGene00018459","F45D11.14","unk",71.976,59.506,220.712,219.764,3.367,0
"WBGene00014169","ZK945.7","ALG",1.236,3.527,56.154,96.033,30.159,0
"WBGene00001983","hoe-1","CSR",4495.978,4422.016,5801.418,6605.75,1.391,0
"WBGene00022180","Y71H2AM.15","unk",147.866,224.039,42.124,46.746,-4.196,0
"WBGene00006956","wrt-10","unk",194.513,268.248,66.2,69.99,-3.407,0
"WBGene00021763","Y51F10.2","CSR",5324.392,4786.358,3588.666,3682.392,-1.39,0
"WBGene00010673","K08E7.5","unk",78.103,80.714,9.239,6.99,-9.826,0
"WBGene00004112","pqn-22","unk",1171.328,1269.571,1919.499,1813.608,1.527,0
"WBGene00013007","Y48E1B.8","unk",66.939,70.9,251.777,205.078,3.308,0
"WBGene00002229","klp-19","ALG",13148.861,13382.246,10487.873,9992.563,-1.296,0
"WBGene00017112","E03H12.5","ALG",2.47,5.278,68.176,80.791,18.475,0
"WBGene00003458","msp-65","ALG",12.171,4.278,93.029,84.475,11.303,0
"WBGene00020457","fbxa-67","WAGO",84.467,116.568,259.869,349.857,3.015,0
"WBGene00022281","abtm-1","unk",1956.387,2184.108,1356.572,1388.623,-1.509,0
"WBGene00016419","tyr-4","unk",700.963,846.242,1295.415,1302.563,1.675,0
"WBGene00021048","W05H9.1","unk",1386.535,1493.161,2096.154,2190.617,1.487,0
"WBGene00010964","ctc-1","ALG",73241.105,70689.87,88677.204,94654.098,1.274,0
"WBGene00000602","col-13","unk",50.776,106.153,306.91,261.196,3.569,0
"WBGene00000123","ama-1","CSR",4323.145,4349.713,6170.155,5633.968,1.361,0
"WBGene00000415","ced-1","unk",3470.21,3396.848,2370.164,2527.921,-1.402,0
"WBGene00001086","dpy-27","CSR",2254.014,2468.19,1615.777,1597.041,-1.471,0
"WBGene00012782","Y43C5A.2","unk",1079.373,1442.533,2080.644,2098.879,1.653,0
"WBGene00016027","C23H5.8","unk",1965.741,2040.764,2837.393,2840.479,1.417,0
"WBGene00003367","mix-1","CSR",5444.652,5406.256,4089.465,4039.797,-1.335,0
"WBGene00044674","B0280.17","ALG",3.71,1.765,66.184,74.029,26.811,0
"WBGene00022887","ZK1290.5","unk",189.493,219.412,432.285,477.701,2.22,0
"WBGene00004212","ptl-1","unk",248.774,287.643,97.1,91.243,-2.854,0
"WBGene00007600","C15C6.1","WAGO",132.248,140.989,22.059,32.05,-5.037,0
"WBGene00016877","C52D10.3","unk",94.165,112.865,269.554,309.593,2.792,0
"WBGene00010574","K04H4.5","ALG",6.393,0.486,57.546,83.076,30.372,0
"WBGene00013683","zoo-1","WAGO",753.038,918.445,446.129,460.437,-1.847,0
"WBGene00001569","meg-3","CSR",3202.845,3014.11,2272.854,1967.162,-1.466,0
"WBGene00010362","enu-3.1","WAGO",74.491,71.113,222.73,232.112,3.128,0
"WBGene00019564","K09D9.1","unk",385.001,367.714,707.059,687.047,1.854,0
"WBGene00008311","rskn-2","unk",1132.667,1049.559,1595.084,1833.267,1.573,0
"WBGene00011328","T01D3.3","unk",116.962,165.232,33.04,18.943,-5.442,0
"WBGene00007779","C27D8.3","WAGO",316.366,388.903,711.167,664.911,1.944,0
"WBGene00002983","lgx-1","unk",131.326,193.231,34.556,39.105,-4.418,0
