"","Common_Name","N2_1","N2_2","prg-1 disl-2_1","prg-1 disl-2_2","prg-1 disl-2_3","Fold_Change","padj"
"K08D9.4","K08D9.4",36.1652938394844,29.2347770527232,24.7189392730126,43.0096913394847,35.5815252645324,1.05745339758635,0.901033206928691
"F36H12.15","F36H12.15",1.10348457537103,1.51297046063351,1.83592304326145,3.13728643683356,0,1.2869675502603,0.901033206928691
"F31F7.2","F31F7.2",4.85883335079124,9.56412024617326,8.95586261035823,9.19298117438304,6.54771520534459,1.12338593120508,0.901033206928691
"F12D9.2","F12D9.2",1.18050218069529,0,0,0,1.03960308281419,-1.50100013581979,NA
"C17B7.14","C17B7.14",0,0.667169090507904,0,0,0,-1.79659814770041,NA
"F16H11.2","F16H11.2",3.16655255917048,0.708893647857253,0.889264199206757,6.33238341965749,0,1.29567303725572,0.901299983379866
"F13E6.1","F13E6.1",381.867791594065,426.810739109584,422.37480631568,368.081428672718,444.416005459398,1.01562594518347,0.90152345418093
"M02A10.2","irk-2",31.4777629165832,29.4181776271334,30.7621410921004,18.4067635124035,36.9228222046593,-1.05671916949129,0.901889927405075
"T16G12.9","T16G12.9",25.75491425933,24.5357120956225,34.7478322983963,23.432385204655,21.4794148603007,1.05748111601539,0.901889927405075
"C35A5.1","aqp-5",1.20438836750161,5.15209436055972,0,4.09738592895094,3.85979495012421,-1.22479848005584,0.901889927405075
"D2096.10","D2096.10",12.7512383966713,26.0114662648593,16.2580684173089,28.9805308598689,10.0211045725841,-1.06847604114444,0.901889927405075
"F32H5.6","srx-125",2.31659560219492,6.9854569145899,1.17969373842725,5.42555462967674,5.25702095432633,-1.11992400802055,0.902115340855269
"K10H10.5","K10H10.5",0,0.842563464459728,0,1.02838768868616,1.01294526180993,1.40448060314191,NA
"T23D8.5","his-67",4984.70616624684,4262.46699691481,4223.59951562494,4121.0380673263,5879.61972104407,1.02547403357747,0.902261443686357
"R09B3.2","rbm-3.1",3487.00357019167,2774.03346415151,3209.37171179505,2833.69441213072,3461.7643066601,1.01272939233809,0.902261443686357
"F22E5.16","sri-57",0,0.859600516949379,0,1.02410510117216,0,-1.3844441125078,0.902293216598367
"C48A7.1","egl-19",328.042338321342,499.348118617645,388.367445490625,484.515420428911,347.667265019326,-1.02221164156297,0.902296240359215
"C15C8.5","C15C8.5",15.6760840769971,9.46222855814083,7.91195598046808,17.4070853986669,8.64595791088467,-1.10190090421105,0.902436274118211
"C06A1.7","C06A1.7",2.34952466906261,0.828465994794786,0,3.09497167113712,0,-1.5310182071878,NA
"K09F5.5","set-12",114.778768964319,97.4787511016332,121.845476984702,117.679156128664,68.6780387494268,-1.03079099613475,0.902679580296458
"F42F12.3","F42F12.3",159.29336943751,158.426926086572,162.251483945457,139.553707417775,186.158559477153,1.02455643459109,0.902679580296458
"T08B6.6","str-166",2.41192752281231,1.72063622676945,0.989071294605098,2.04783131498207,1.92067578414464,-1.24088864753042,0.902679580296458
"F21D5.7","F21D5.7",3221.4462517974,3213.3147524282,3185.24606727347,3139.66313939316,3249.49165973559,-1.00803438350428,0.902773619038428
"C29F9.10","fbxa-57",2.38495424117577,5.07847346035444,5.87827446675703,3.08240451323651,4.00417301784189,1.12950484570826,0.902866332630412
"ZK121.1","glrx-21",327.917881868986,328.099006043965,276.072410467955,306.798577967244,423.700628288191,1.0210945178687,0.902866332630412
"D2023.3","D2023.3",8.7472670588618,16.6276691254819,6.82034441057142,22.3046415104237,13.0568801550101,1.08202023997999,0.902866332630412
"M02H5.9","srh-33",0,4.29923191951812,0,3.07212080996319,1.92332568997473,-1.32612769883797,0.902866332630412
"W03A5.2","W03A5.2",34.7872903748261,47.8060831168736,39.3855411705053,33.8461167635176,47.9862065711639,-1.03499507774929,0.902866332630412
"K03H6.7","clec-172",2.36579737411971,3.3467213480966,0.972998215744474,2.05954968009986,7.22184626734745,1.18089825551311,0.902897340899738
"T03F7.5","T03F7.5",3.61235460159147,0,0.987795289636973,0,2.89722932150543,-1.34861934238389,0.902913899633343
"Y41D4B.11","Y41D4B.11",1170.15079546604,1027.68818637117,1153.56104164823,1143.59779517186,954.442882551237,-1.01245293455227,0.902913899633343
"F57B9.1","F57B9.1",438.688852307211,384.750232127448,459.43739965261,363.465881222452,428.622626335013,1.01638144011162,0.902913899633343
"R04D3.7","srd-42",2.40930103272566,0,4.94081744328715,0,0,1.41161479823093,0.902963233114758
"C01G10.5","C01G10.5",0,4.50402912519493,0,2.09378153622755,4.08008294096968,-1.20989948460581,0.903728134204309
"W04G3.5","W04G3.5",867.512978554896,783.447068879648,824.237232671288,755.534679606082,860.848619314729,-1.01269212909608,0.903863235528191
"T25E12.13","srz-99",8.43477222672768,4.29641616270285,1.97676531043355,13.3144523838472,6.74274748600897,1.16322054352574,0.903879580640666
"T23B3.2","T23B3.2",58.5668105597315,39.7618143497299,47.6020985271937,40.6192058478892,64.5125730757644,1.04063842912313,0.903959436758203
"C38H2.3","C38H2.3",22.1068005757426,20.4292763713456,31.6601704868756,12.4091660347447,23.0568587904527,1.05833550985971,0.903996712066226
"ZK666.15","ZK666.15",1.16546624732678,0,0,1.03369969514101,0,-1.4479150183496,NA
"Y41D4B.4","Y41D4B.4",983.589392428034,1023.73388055472,1068.43746977118,1102.26175334877,883.12626825781,1.01324683449655,0.904000874612175
"C29F9.12","C29F9.12",0,2.16542468040271,4.48268456783098,0,0,1.38246554425385,0.904229475484287
"Y41D4A.5","ptpn-22",915.399735044507,883.584786139098,855.482774076832,1079.81463286746,802.441142872477,1.01446553059214,0.904260550533794
"Y73E7A.5","Y73E7A.5",5.97819228608467,2.54894005037119,7.85530596219421,5.13331397823656,0.991256676185191,1.12591527469681,0.904355745558509
"Y56A3A.1","ntl-3",1403.88290400328,1112.65555211642,1109.20176488755,1661.63121695672,1107.53550196427,1.02796565594603,0.904647370632953
"ZC132.3","ZC132.3",9.70529814625002,9.54623701556862,4.97016633820891,10.2188966924237,11.2766572757774,-1.08905460804173,0.904671278674772
"W06G6.10","W06G6.10",1.13806267114001,0,0,1.03926533897828,1.19357558095571,1.41497525704593,NA
"T24C12.1","T24C12.1",24.1546443232327,20.6918088527994,20.7961429168246,24.5622392865888,25.7905318309586,1.0621089894003,0.904720266500493
"E01G6.2","E01G6.2",28.5963305246611,37.1989143754763,35.2454650907542,33.9143769520436,35.1420379674885,1.04944309556841,0.904821108799253
"T23D8.6","his-68",1838.51242641463,1529.64348328867,1557.40867368963,1556.77315044458,2008.30998876083,1.01459364863095,0.90492558442496
"Y82E9BR.15","elc-1",622.900536198213,580.094062985508,577.95936322573,579.526113193122,619.802747686118,-1.01442486906663,0.90520572813222
"F18E2.4","srt-43",1.20556793636195,0,0.988797756314295,1.02402433129537,0,1.27494726369744,0.905208711582174
"ZC239.12","sdz-35",16.7325814875514,6.79345158285717,6.87118130601342,18.482019569721,11.9118380543299,1.08083482095965,0.905208711582174
"F38B7.11","F38B7.11",0,0.839985082357745,0,2.0580330968333,0,1.42142340170374,NA
"F26G1.9","F26G1.9",0,0.824452703220915,0,0,2.14498687067949,1.50513202468906,NA
"T13C5.6","T13C5.6",142.497738066515,103.482908278587,138.62428531421,110.070536440003,107.78713773851,-1.02436035194196,0.90555820300219
"C09D1.2","clec-89",8.39842777257303,11.1007036821146,10.8326545142465,13.332587115141,7.82933931851164,1.08230075188164,0.905711888100292
"F53B6.1","tsp-15",31.1857874405565,75.1140170413565,55.1355463311878,56.4117628345273,57.7985660484748,1.04528932946827,0.906150136876777
"M162.8","fbxa-118",2.40823640106098,0,0.987795289636973,0,2.89722932150543,1.20900821970452,0.906291477065983
"T06G6.6","T06G6.6",7.45727072865835,12.3593387282406,9.1878431389541,7.84194567151265,15.7362674343571,1.09069570318801,0.906310480118769
"F56D2.6","ddx-15",3470.73099988958,3344.38547768939,3401.49476093957,3663.35637588676,3060.38958513276,-1.00958315293288,0.906504214113028
"C17B7.11","fbxa-65",126.43958397172,157.959046200545,137.310114289972,136.245380189073,145.796863787049,-1.02320491083974,0.906504214113028
"C48D5.3","C48D5.3",1.18121162702321,0,2.91544959397077,0,0,1.72230848640928,NA
"Y67H2A.10","Y67H2A.10",524.406472882723,477.162551182809,469.277046187893,581.096317869585,427.154357704038,-1.01605128044311,0.906636421329101
"WBTransposon00000192","WBTransposon00000192",0,1.72730108543535,0.991279018429529,3.06908108143272,0,1.52424539535106,NA
"C01G8.4","dnj-4",409.564665531322,343.809844381729,394.273583240252,368.060875734359,380.165133240108,1.01527784286166,0.907155362360054
"T04A11.12","sru-26",1.2024710051496,0,0.986655114278183,0,0,-1.5986103102075,NA
"K04A8.3","K04A8.3",0,4.84767899503357,4.76482517120574,4.1440633812949,0,1.17075570697861,0.907176879221203
"Y10G11A.90","Y10G11A.90",2.81129648834418,0,0,1.06806580700813,2.02287561275627,-1.43867592976794,NA
"F53B7.4","F53B7.4",0,0.861591332317601,0.989916556383854,0,0,-1.38661702891899,0.907176879221203
"F53A9.6","F53A9.6",93.8516649655048,119.419803570581,76.9556251273626,127.275136906833,129.06503974673,1.03105945509649,0.907176879221203
"K10D3.6","K10D3.6",68.7483697543315,89.5329445043689,86.1741316840994,66.417896496486,94.2311848636192,1.0305021332841,0.907176879221203
"ZC196.1","ZC196.1",0,0.823362065536533,0,0,2.15261208845411,1.51331689331532,NA
"Y51H4A.2","Y51H4A.2",2.37692955464861,1.6846489459659,0.976913949025545,1.0284502005325,3.04113397168712,-1.19556323301032,0.907274032969813
"T07H6.1","cest-16",59.4775073221043,50.8021636645152,50.2628030066152,55.2059075363516,52.7229300255645,-1.04459313014991,0.907424473948214
"C40H5.7","C40H5.7",1.12770044982413,0.781083146638455,0,2.08251133201727,0,-1.35158255251975,NA
"F59G1.7","frh-1",138.985420498141,153.642890690158,142.448837660104,120.881619293728,166.674593729367,-1.0240707155411,0.907787787117704
"C26B9.1","C26B9.1",136.478516095803,162.943457553655,147.071779227642,173.510030802524,143.013817925548,1.02358685687659,0.907787787117704
"Y110A7A.6","pfkb-1.1",3634.96343126167,3397.69625449153,3535.86836295387,3514.86620292573,3571.25809986159,1.00761238624806,0.907844859039927
"T13A10.2","T13A10.2",1.17976334962598,0,1.94160494400216,0,0,1.29040340697007,0.908099530151042
"F33E11.1","nhr-15",32.600325319106,42.2298093513459,30.6923759959983,34.7994602666366,43.0249231415403,-1.041703647297,0.908128168393758
"R02E12.5","R02E12.5",7.83224429529731,3.86037890399145,8.35462606760012,4.17169781497771,2.5424591435568,-1.11488826132958,0.908128168393758
"F52A8.2","gpb-2",220.82628421342,234.215082238972,203.853599925593,232.382733897246,234.757168994439,-1.01872289989979,0.908128168393758
"R01H10.5","rip-1",27.4269737735213,27.9316040319494,35.2696468005422,23.6317679348132,20.0208650892094,-1.05149744913285,0.908448350093158
"F17C8.1","acy-1",249.721769243713,254.946080709327,215.451493281695,285.720345740437,271.272226989195,1.02009317678993,0.908452027919114
"Y32B12B.3","srbc-65",3.60564461003543,2.56826147450643,3.94498714992557,2.05004527610035,1.94472196854371,-1.15298364587928,0.908684219068785
"F31D4.6","try-4",4.81911477899592,24.0544450487803,12.8472776810012,10.2424016240279,25.0588767859956,1.08604460464006,0.90881512173836
"T11F9.21","T11F9.21",0,0.945037248222803,0,0,0.591704370529529,-1.70670531822349,NA
"T12G3.2","T12G3.2",809.875091377726,969.424514219966,886.773522327362,1022.30464176329,802.597641868968,1.01321544049075,0.90881512173836
"F57G9.1","sre-31",0,0.861136978717541,0,1.02369864583614,0,-1.38471631947174,NA
"R04A9.1","R04A9.1",2.2808081291452,1.5878066667591,4.71594407729448,1.038829863203,1.18445199859872,1.22312787702098,0.9090994638768
"WBTransposon00000346","WBTransposon00000346",0,1.73405036016843,0,0,1.88381748455291,-1.41428604253435,NA
"C12D8.12","str-182",1.20659984908673,0.860979607468613,3.9580428701344,0,0,1.28875877259198,0.909223948992531
"F38E9.1","F38E9.1",177.09915442704,196.095140655391,209.718621804766,178.838466570245,184.270557856625,1.02075100867576,0.909284986992192
"F02E11.4","F02E11.4",7.01445014358598,8.22798977542794,10.5964544462575,10.3290463189467,4.31305166689702,1.10339979103536,0.909284986992192
"F15E11.11","irld-32",0,0.859785561982857,0,1.02405631524653,0.961833957423056,1.34520254701977,0.909415467038077
"Y46E12A.1","cnc-6",1.13434212619476,0,0.938979792191029,0,1.20820057216685,1.38407855529845,NA
"F22E12.3","F22E12.3",5.98387725865218,8.50813597902863,9.82703643900123,5.13184094740939,4.93883032857904,-1.10179780718908,0.909592789197909
"ZK970.6","gcy-5",0,11.3437791809664,3.98853444234267,4.08228489912607,7.41724321778109,-1.13803246260632,0.90994265367875
"C31H5.1","C31H5.1",1.20562567087403,2.5799002946818,1.97767531745872,1.02400849811555,3.84529744974203,1.18217642585982,0.909966380580599
"R144.12","R144.12",561.740278498275,446.228706669103,486.448812967156,556.062579178863,483.802480583797,1.01380779581918,0.910032467795919
"C18D1.4","stg-1",1.20718756165946,3.4463653292704,0,4.09431141698104,1.91356192566583,-1.19521028264249,0.910215533457947
"H22K11.4","sgca-1",131.401383293716,131.443874860028,119.53141612125,104.317841163269,180.837549277472,1.02713909741572,0.910249879651326
"Y38H6C.17","slc-36.3",19.3668731100483,9.5147264984291,18.8508961065258,10.2266981096027,10.4220796992794,-1.08030165637409,0.910249879651326
"F15D3.2","clec-101",1.20764422847995,0,0,0,0.955459206532611,-1.62347730175508,NA
"C24D10.9","C24D10.9",1.12488110260528,3.89097155460702,3.7295641080351,0,2.49285442649754,-1.22819344107871,0.91064017346415
"Y62H9A.11","Y62H9A.11",0,3.40038099486112,0.982216852596213,1.02654842323146,1.97981590178655,-1.31551319588588,0.910654722914546
"C17C3.5","C17C3.5",2.29568079128109,2.40428752371029,2.84523907157324,4.14943405196997,1.15565774688792,1.16368871097985,0.910726537351795
"C11E4.8","C11E4.8",0,0.846412243392406,0.979712411126171,0,1.00104325446047,1.37088403012631,NA
"K11D12.11","K11D12.11",27.3612436344657,17.7134891725321,23.4652670175378,13.36608539873,26.2609457771462,-1.05846597621727,0.910726537351795
"C54A12.2","frpr-4",12.0786220152452,17.2458834914385,13.8653511608475,18.4210284274334,15.2772699116106,1.07045535968709,0.910726537351795
"F58A3.4","F58A3.4",14.028900287172,9.05078875297074,7.70651232455091,12.394855582736,18.3304695843123,1.11424667970627,0.910761870928375
"F55D12.1","F55D12.1",19.9027104491813,33.8025608320575,29.8990611056279,25.8135416601123,30.0298161895128,1.04692784743076,0.910772213088725
"ZK370.6","ZK370.6",30.3513411180343,25.663339793993,26.8623816848935,26.2194368345425,26.7269079606369,-1.04730911901223,0.910911125024031
"ZK1025.9","nhr-113",0,11.1833871663934,4.94516514470003,3.0717926369124,6.72349552686537,-1.16741444313351,0.910911125024031
"T24D8.5","nlp-2",2.36643487625365,1.67400686059828,2.91966333744935,1.02972240396293,1.03065313855346,-1.19822759412572,0.910969891932375
"F52C9.1","sorf-2",893.26007469785,840.414735795655,930.938169457607,903.974157044347,792.317770652815,1.01084420762855,0.91097819160938
"T28B8.5","del-4",4.84884190686881,12.1357698950392,14.90067854379,3.06648874583061,5.65443364768148,-1.10004977586693,0.911161983876921
"K02D7.6","grl-26",2.34041640872815,3.29563065965239,1.92821763804959,5.16326716025292,0,-1.19738783019132,0.911355562730821
"C27A7.7","srj-4",1.20562567087403,0.859966764893935,1.97767531745872,0,1.92264872487101,1.27697523160894,0.911658602023495
"K09H9.7","K09H9.7",50.7920999619979,44.2537096349468,55.3935422854446,54.600012764216,36.3036946351113,1.0327941529759,0.911838727307624
"T19C3.7","T19C3.7",3.59599881671388,2.55827165074204,0.98401722319507,4.10350740018221,2.94605806937991,-1.13890982168188,0.911896318930826
"W04D2.2","srt-39",2.98509298638024,2.01856010313645,4.77510788095002,2.43032959160571,1.58824001768194,1.16649891617173,0.911897841134285
"F23G4.1","F23G4.1",11.8696611208332,3.36320690425758,5.85520527168501,7.20176552121639,7.12947387505487,-1.08523096360084,0.911897841134285
"F53F4.6","rdy-2",14.4696237896527,11.0235813984298,7.91607266127892,18.5177337674883,8.79187102432491,-1.08106097235915,0.911897841134285
"C54G7.2","mboa-3",524.42069998494,655.343756540756,630.324549817823,571.560844685667,597.529871962224,1.01247881434868,0.91211949598586
"M110.9","M110.9",1.17232560254836,4.95623976506196,0.965591666748864,7.22545529743931,0,-1.16025100946945,0.912133582105259
"E02H1.1","E02H1.1",624.792774087821,571.503605548928,635.028446590629,538.884619933536,595.402977509946,-1.01200789104958,0.912244816919301
"ZC239.6","ZC239.6",50.3770412501298,38.4105768961482,63.0120529499289,47.1807470979683,28.4094646678944,1.04611589903864,0.912244816919301
"E04A4.5","timm-17B.1",1203.95176369621,1268.3774743602,1241.56089826375,1261.57428835881,1240.62805717036,1.00839109473674,0.912378580023048
"F47B7.7","marg-1",85.3417227524124,112.105969985899,72.6837415038278,137.547354727237,98.5253264055902,1.03488660102161,0.912418053414917
"F53G12.3","duox-2",4.87530663660762,2.62144216866208,0.997920820072917,4.08092009259297,4.62001148806287,-1.13376744566882,0.912418053414917
"C15A7.2","C15A7.2",1.21191249115354,10.3983386257626,1.98634702212368,4.08899251265595,9.43248541336564,-1.14758772444325,0.912418053414917
"K02B2.3","mcu-1",884.801211196854,919.970551321657,909.6197315646,911.410120569407,863.726893765904,-1.00937706998352,0.912418053414917
"Y39B6A.7","Y39B6A.7",15.7097053627709,20.709491910891,19.8156021381536,19.4413631108434,19.063326796823,1.05899276025166,0.912418053414917
"T09E8.5","sri-6",1.25462119535193,0,0,1.06701836285369,0,-1.67311576262715,NA
"C46H11.11","fhod-1",360.656794455113,443.68693997797,394.072770031782,389.772393033362,410.73330636544,-1.01427558845915,0.912890739220943
"F46B6.9","F46B6.9",3.60087658225954,17.0886649155721,1.9702905244858,15.3817072450321,17.5880731969902,1.09816589415974,0.91291998082603
"C42C1.11","ltah-1.1",2434.65879426899,2126.98384461657,2365.28924940475,2272.38699145598,2136.91712859695,-1.00851854042775,0.91291998082603
"Y49E10.3","pph-4.2",1652.86876381678,1390.75510681275,1567.29784634288,1564.0413155087,1472.97707991652,1.01035235206766,0.912942815435155
"T06H11.5","T06H11.5",0,0.831129236793597,0.969123394469878,1.03106363935885,0,1.41138472601117,NA
"C38C3.2","sru-27",2.41125134174806,0.859966764893935,0.988837658729359,1.02400849811555,1.92264872487101,-1.20463619461855,0.913372185729564
"Y39G10AR.7","ekl-7",824.676381529281,781.591364530777,785.091658669124,872.204586935264,724.558251288032,-1.01109599123568,0.913372185729564
"C07G3.10","C07G3.10",0,4.25406798951431,0.982703643900123,3.07910456844563,3.95106426286323,1.19840396040798,0.913372185729564
"R07B7.2","R07B7.2",2397.9049253406,2159.6332430359,2318.01433118906,2240.06441644666,2326.02824309858,1.00825165675858,0.913393787271153
"C24A8.1","dop-6",6.06735725035901,15.6269619206127,8.94821265262051,14.3052078071466,7.51081758177278,-1.08349560663478,0.913397418045148
"Y54F10BM.5","fbxa-9",12.0465051636283,1.71790864910176,6.91714442060201,11.2670261796758,3.85671587079845,1.10654468931968,0.913397418045148
"C27B7.5","C27B7.5",1455.72878360927,1284.28428953516,1398.62575470037,1397.87090869121,1339.72340628501,1.0085072175392,0.913397418045148
"ZK1010.6","ZK1010.6",0,0.860600167436879,0.989258731764226,0,0.959547523682598,1.32921456000306,NA
"C02F12.5","C02F12.5",124.398433058771,120.751504716725,152.967691822925,104.993063861477,117.953112608517,1.0241832820049,0.913397418045148
"C34D4.9","nas-8",24.174956809669,10.3586145010301,9.90993218298259,19.439721180233,24.7592093322004,1.06656828666508,0.91345635354084
"C15C7.4","C15C7.4",5.88685302919427,11.6358093151104,7.75298715575902,6.18638183615309,10.4996499414802,-1.09377449951492,0.913580440993847
"CD4.11","CD4.11",0,0.83855211608837,0,1.02934376334782,1.02567924007406,1.42801431914348,NA
"K07G5.4","K07G5.4",13.2546420705721,16.3263814182708,17.790887793902,20.4837728982264,9.63249640858424,1.07256368574263,0.913620991900598
"K10C8.4","K10C8.4",0,3.91923366372014,0.936245402403031,5.20365542739076,1.22384164622139,1.18918292579008,0.913731814643037
"Y82E9BR.5","Y82E9BR.5",0,1.3213929596604,1.73572701652544,1.06844382710566,0,1.42352520081954,NA
"T20D4.1","srab-20",1.20527306838706,0,0.988593938480905,0,0,-1.62261757076536,NA
"Y37F4.6","Y37F4.6",77.2993318488549,58.8067996392805,81.0735961128531,70.3710211354047,44.5147654467492,-1.036230148122,0.913983189711528
"F52A8.4","glb-18",85.7977890587527,55.7364589044061,72.400420542932,66.9130292419041,64.1979563148117,-1.03326145787943,0.913983189711528
"K01H12.3","nhr-38",0,0.861032405192411,0,1.02372640867206,0,-1.38200358288324,NA
"Y60A3A.3","srh-183",1.20533288276124,0,0,0,0.962179994095424,-1.62315253204011,NA
"AH6.8","sra-4",1.20521282456682,0,0,0,0.962531208237433,-1.62281108606435,NA
"R02D5.6","R02D5.6",3.64514995926678,2.59941976988789,4.98326457231991,0,2.91392880131241,-1.17687458194842,0.914209129852133
"ZK816.1","ZK816.1",3.42449052234239,4.77014479194731,4.71989287318375,0,9.44034998833965,1.12489688825132,0.914408682561519
"Y40H7A.1","str-78",0,0.860144244147054,0,0,0.960825791976433,-1.3797527279412,NA
"H16D19.1","clec-13",0,1.72720206263994,0,0,1.90244578276004,-1.39587455267688,NA
"T07D10.4","clec-15",0,1.72720206263994,0,0,1.90244578276004,-1.39587455267688,NA
"T07F12.1","T07F12.1",63.6997214439593,88.1769772913876,67.0647815487347,87.1269242342648,82.6506836631076,1.03188144951426,0.914583055961368
"F22E10.1","pgp-12",48.7342038626074,68.1185537806246,40.9015078968532,58.1611108473529,72.172970692061,-1.03138806035625,0.914611381361175
"T07D3.2","T07D3.2",0,0.852876671929089,0,0,1.96333691134061,1.35144260373713,0.914611381361175
"B0507.3","B0507.3",25.7176574383454,25.8894614333453,25.4205540283255,27.4510881777007,20.9954492655195,-1.04884884373792,0.914611381361175
"K03A11.2","cpx-2",11.1889204218533,8.49283358878119,12.0677932087557,8.34339562995543,11.4410661460056,1.08641764793905,0.914611381361175
"R06B9.1","arrd-11",0,2.59189142480906,0.991485790749108,3.06882824708565,0.950226856322478,1.18731617954985,0.914611381361175
"K04A8.2","K04A8.2",0,0.862067014743059,0,2.04690220459451,0,1.3771298419561,NA
"T02H6.3","T02H6.3",2.35043037085836,0,0.967615938534268,2.06313662459907,1.05727043869197,1.23855414652073,0.914743847785476
"F33H2.6","F33H2.6",785.774987660945,774.400481276747,827.315823507555,754.130001897696,781.228082075082,1.01001475907642,0.914743847785476
"WBTransposon00000444","WBTransposon00000444",39.91811804553,19.011289221698,43.6307652915992,5.11446364955253,32.2904069006106,-1.08229960075774,0.914743847785476
"F07C3.9","F07C3.9",6.26175698488845,6.97824121478267,6.18449750518836,9.5219995751626,6.370327657581,1.11194660163704,0.914743847785476
"K12G11.4","sodh-2",4.82578235476969,3.4432765204081,7.91523334610341,2.04756597124752,0.958934896215866,-1.12556009981546,0.914863708540422
"Y40H7A.8","srg-51",0,0.85694714021777,0,0,0.96989152070862,-1.37192427066366,NA
"T22F3.7","T22F3.7",7.26152466610143,10.3774991694659,7.9362523611277,4.09087776699186,17.0633220637253,1.09543644254219,0.914926344964886
"Y57G11C.4","vti-1",298.75738668272,326.873801603186,275.798570456373,300.857779008249,348.588680610364,-1.01618807834399,0.914957145167268
"F28G4.3","F28G4.3",0,2.58417780825378,0,3.07089216180206,0,-1.31575702313608,0.914985839583036
"B0024.6","gcy-6",2.43505125700184,6.10706207229423,4.98514616687196,2.04123253901051,4.63787303738029,-1.12221860371055,0.915216703675411
"R160.5","R160.5",2.27850217207565,0,0,1.03904120636795,1.18890983447954,-1.52101068067592,NA
"C03G6.17","C03G6.17",55.3830797416911,73.8102726955904,77.0405744317193,48.1494986680609,63.7658926376334,-1.0321082303422,0.915273555771567
"F52C6.5","math-30",1.20768835702823,0,0,0,0.955331641349008,-1.6342885874969,NA
"F32D8.3","F32D8.3",15.5732842580013,18.7443329019339,12.7857118613026,18.4691714071635,17.7156930142683,-1.05778963453504,0.915667881179
"F58E6.6","F58E6.6",1.19756732737041,3.40650781147216,0.983253968248998,3.0784896859072,1.97070526109169,-1.17719435784311,0.915667881179
"T05A6.2","cki-2",328.803875098488,274.110254841916,284.37153929216,325.093551249664,305.563802696396,1.01568827751455,0.915711473892234
"ZC482.2","irld-60",0,0.867216664046972,0,0,1.88278716222084,1.29058377509522,0.915711473892234
"C01B4.9","mct-2",0,10.4125694435582,0,6.13154456016937,3.76023212916746,-1.58388131779334,0.915779528441687
"M110.1","col-76",255.646736485315,275.450447546066,260.154369583226,278.076067752047,273.802176517154,1.01781251600954,0.915884144260611
"F39C12.3","tsp-14",57.9478115944805,80.2812580421019,66.5201715199445,62.1777981107891,74.4323815824255,-1.02917066136848,0.915956924830091
"F57G8.7","F57G8.7",5.82421342585513,4.91108884154223,3.84129855585617,2.06765134676951,8.74577618492044,-1.10170435329006,0.915956924830091
"F13H8.9","F13H8.9",101.232780319277,90.2448706203138,82.0463585311642,97.2931269021893,99.1590057112929,-1.028802031165,0.915956924830091
"R02F11.2","R02F11.2",14.3661322976856,12.7683995174115,18.676681202581,9.23637801944253,9.86538927962485,-1.07298732788426,0.915956924830091
"cTel54X.1","fbxa-6",28.9444502795002,36.996137321631,34.6188254052625,28.6692149665697,40.3274579819971,1.04134444232325,0.915956924830091
"T07H8.5","srg-31",1.20411820053049,0,0,1.02441990845707,0,-1.62328903583686,NA
"T05B4.6","srw-133",1.20746496986508,0,0,1.02350090236659,0,-1.63454478569439,NA
"ZC204.15","srw-97",1.20746496986508,0,0,0,0.955977687820849,-1.63454478569439,NA
"F27D4.4","F27D4.4",2570.76758049043,2967.43275350251,3133.61992027706,2735.83758163527,2688.85293558242,1.03014949002498,0.916068588911256
"T01D1.7","T01D1.7",1.20432159166642,0,0.987935989155803,0,0,-1.62439808224189,NA
"C39B10.7","C39B10.7",0,2.43857496233056,0.956356965724051,2.07003791856207,0,-1.25848582399814,0.916247640790392
"T04C12.9","T04C12.9",1.16416240737898,1.63573034787427,0,3.10187447393806,0,-1.3607919742075,NA
"Y73B3A.18","Y73B3A.18",724.404515126665,935.689014431063,1066.27340689779,897.137145158458,421.878042579895,-1.04421128881441,0.916359972589726
"T23D5.6","str-18",1.20568300244936,0,0.98887728114454,0,0,-1.62948870781343,NA
"Y46H3A.4","Y46H3A.4",7.94962035795509,7.89095215715702,5.63889882802296,8.31807230142711,12.0312691485367,1.08172191894066,0.917123119970586
"K03H6.4","K03H6.4",1.20425430910175,0,0,1.02438293348381,0,-1.62544032113028,NA
"C07G3.6","str-225",0,2.58180050231064,0,3.07152302674967,1.9190950473652,1.21217784296835,0.91731148041368
"F15G9.6","F15G9.6",1.12041790934647,6.96261959833025,0,3.12781119187466,7.58940084997859,-1.18066688674971,0.91731148041368
"F59C6.18","F59C6.18",16.0412862760107,19.1856309652219,22.7272435210812,14.5289148586063,18.613567380468,1.0538158388974,0.917391538324358
"Y52B11A.8","Y52B11A.8",1098.88739036535,1046.59252663217,1047.91192414571,963.601211675944,1167.37437486271,-1.01186941023013,0.917471623534262
"T05A12.1","srx-19",2.40837302803276,0.858473077176876,0,1.02440135480506,2.89662643285527,-1.21245427713577,0.917584862429699
"R07B1.6","R07B1.6",0,1.64323947262201,3.84996858540822,0,0,1.53906310655463,NA
"R52.6","R52.6",0,0.845019151614527,0,0,1.00532440929883,-1.34291108552822,0.917633707910512
"F41G4.2","cas-1",1067.83624270366,995.065570851724,1104.18275721235,979.408445489447,975.985885705983,-1.0105525244158,0.91771232734643
"Y48A6A.1","zig-5",52.7854393648801,57.2039760071538,48.2509373933802,63.5879216408572,58.7392353250114,1.0308372519444,0.91780158894058
